recordingID	SpeakerID	gross duration	net duration	in/out	languageID	nativeness	sex	filename	recordingID other line	lawaai	ruis	muziek_hoorbaar	achtergrondspreker	auto	galm	beller_welke_emotie	beller_fluistert	beller_stemverheffing	beller_leeftijd	beller_formeel	beller_regionaal_accent	beller_spontaniteit	annotatorID	Transcribed
1942	61035	68	13.168	1	9	goed	M	61035_1942.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1943	61035	80	6.768	2	9	goed	M	61035_1943.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1944	61035	65	5.84	1	9	goed	M	61035_1944.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1945	61036	75	21.096	1	3	moedertaal	M	61036_1945.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1946	61036	65	13.936	1	3	moedertaal	M	61036_1946.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1947	61036	94	24.576	1	3	moedertaal	M	61036_1947.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1948	61036	108	30.456	1	3	moedertaal	M	61036_1948.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1949	61037	81	15.928	2	3	moedertaal	M	61037_1949.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1950	61037	128	34.704	2	3	moedertaal	M	61037_1950.wav	None	nee	zwak	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1951	61037	174	86.52	2	3	moedertaal	M	61037_1951.wav	None	ja	matig	langdurig	nee	ja	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	FALSE
1952	61037	109	32.68	2	3	moedertaal	M	61037_1952.wav	None	ja	zwak	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1953	61037	84	59.376	2	3	moedertaal	M	61037_1953.wav	None	nee	matig	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1954	61038	118	46.288	2	18	goed	F	61038_1954.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1955	61038	79	28.496	1	18	goed	F	61038_1955.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1956	61038	76	45.648	1	18	goed	F	61038_1956.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1957	61038	165	70.312	1	18	goed	F	61038_1957.wav	None	ja	nee	nee	nee	nee	ja	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	FALSE
1958	61038	89	26.712	2	18	goed	F	61038_1958.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	monoloog	ccc	FALSE
1959	61038	117	23.192	2	18	goed	F	61038_1959.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1960	61038	75	14.832	2	3	moedertaal	F	61038_1960.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	FALSE
1961	61039	116	38.984	1	4	moedertaal	F	61039_1961.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1962	61039	252	78.648	2	4	moedertaal	F	61039_1962.wav	None	nee	nee	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1963	61039	353	143.308	1	4	moedertaal	F	61039_1963.wav	None	nee	nee	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1964	61039	89	29.152	1	4	moedertaal	F	61039_1964.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1965	61039	265	118.72	1	4	moedertaal	F	61039_1965.wav	None	nee	zwak	nee	nee	nee	nee	kort	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
1966	61039	119	44.256	1	4	moedertaal	F	61039_1966.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1967	61040	83	23.064	2	4	moedertaal	M	61040_1967.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1968	61040	76	20.872	1	4	moedertaal	M	61040_1968.wav	None	ja	nee	kort	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1969	61040	68	23.216	2	4	moedertaal	M	61040_1969.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
1970	61040	67	19.6	1	4	moedertaal	M	61040_1970.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	kort	volwassene	nee	ja	dialoog	ccc	TRUE
1971	61040	75	25.464	1	4	moedertaal	M	61040_1971.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1972	61041	69	13.768	1	18	goed	F	61041_1972.wav	None	nee	zwak	nee	nee	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1973	61041	70	25.888	2	9	goed	F	61041_1973.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1974	61041	76	19.4	1	9	goed	F	61041_1974.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1975	61041	81	30.56	2	9	goed	F	61041_1975.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1976	61041	74	17.744	1	9	goed	F	61041_1976.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1977	61041	163	13.72	1	18	goed	F	61041_1977.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1978	61042	110	40.12	2	3	moedertaal	M	61042_1978.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1979	61042	145	54.632	2	3	moedertaal	M	61042_1979.wav	None	ja	zwak	langdurig	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1980	61042	150	60.44	2	3	moedertaal	M	61042_1980.wav	None	ja	zwak	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1981	61042	139	45.872	2	3	moedertaal	M	61042_1981.wav	None	ja	zwak	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1982	61042	64	20.728	2	3	moedertaal	M	61042_1982.wav	None	ja	zwak	langdurig	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1983	61043	90	32.904	1	4	moedertaal	M	61043_1983.wav	1216	ja	zwak	nee	nee	nee	nee	kort	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1984	61043	176	53.888	1	4	moedertaal	M	61043_1984.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1985	61043	113	51.488	2	4	moedertaal	M	61043_1985.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1986	61043	70	23.488	1	4	moedertaal	M	61043_1986.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1987	80344	65	11.24	1	9	goed	M	80344_1987.wav	2527	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1988	80344	109	34.624	1	9	goed	M	80344_1988.wav	2104	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1989	80344	65	22.896	2	3	moedertaal	M	80344_1989.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1990	80344	283	66.44	1	18	goed	M	80344_1990.wav	None	ja	nee	kort	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1991	80344	165	27.456	2	3	moedertaal	M	80344_1991.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1992	80344	63	11.56	1	3	moedertaal	M	80344_1992.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1993	80344	68	24.6	1	3	moedertaal	M	80344_1993.wav	2157	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1994	80344	131	38.144	1	3	moedertaal	M	80344_1994.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1995	80344	69	15.856	2	3	moedertaal	M	80344_1995.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1996	80344	256	90.48	2	3	moedertaal	M	80344_1996.wav	None	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1997	80344	164	52.592	1	3	moedertaal	M	80344_1997.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
1998	80344	164	60.784	1	9	goed	M	80344_1998.wav	2105	nee	nee	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
1999	80344	122	48.752	1	9	goed	M	80344_1999.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2000	80344	64	13.48	2	3	moedertaal	M	80344_2000.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2001	80344	131	25.408	1	3	moedertaal	M	80344_2001.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2002	80344	70	21.072	2	9	goed	M	80344_2002.wav	2106	ja	zwak	kort	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2003	80344	82	32.216	1	3	moedertaal	M	80344_2003.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2004	80344	174	62.664	1	3	moedertaal	M	80344_2004.wav	None	ja	nee	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2005	80344	82	17.36	2	9	goed	M	80344_2005.wav	2051	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2006	80344	93	22.072	2	9	goed	M	80344_2006.wav	2107	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2007	80344	64	11.904	2	9	goed	M	80344_2007.wav	2052	ja	zwak	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2008	80344	85	17.68	2	9	goed	M	80344_2008.wav	2053	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2009	80344	91	19.704	1	3	moedertaal	M	80344_2009.wav	2016	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2010	80344	68	31.04	1	9	goed	M	80344_2010.wav	2108	ja	zwak	kort	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2011	80344	89	35.192	2	9	goed	M	80344_2011.wav	2109	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2012	80344	193	72.32	1	9	goed	M	80344_2012.wav	2110	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2013	80344	91	23.368	1	9	goed	M	80344_2013.wav	2111	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2014	80344	97	22.984	2	3	moedertaal	M	80344_2014.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2015	80344	79	18.576	2	9	goed	M	80344_2015.wav	2054	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2016	80345	91	40.448	1	3	moedertaal	M	80345_2016.wav	2009	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2017	80345	530	274.256	1	3	moedertaal	M	80345_2017.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2018	80345	344	212.984	2	3	moedertaal	M	80345_2018.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2019	80345	243	149.816	2	3	moedertaal	M	80345_2019.wav	None	ja	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2020	80345	130	73.784	1	3	moedertaal	M	80345_2020.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2021	80346	72	9.2	2	9	goed	M	80346_2021.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2022	80346	89	34.8	1	3	moedertaal	M	80346_2022.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2023	80346	107	18.472	1	3	moedertaal	M	80346_2023.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2024	80346	117	47.352	1	3	moedertaal	M	80346_2024.wav	None	nee	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2025	80346	65	12.904	1	9	goed	M	80346_2025.wav	2040	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2026	80346	144	40.168	2	3	moedertaal	M	80346_2026.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	nee	dialoog	ccc	FALSE
2027	80346	233	66.344	1	9	goed	M	80346_2027.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2028	80346	129	32.008	2	9	goed	M	80346_2028.wav	2041	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2029	80346	81	22.408	1	9	goed	M	80346_2029.wav	2042	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2030	80346	73	16.008	2	9	goed	M	80346_2030.wav	2043	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2031	80346	116	34.392	1	9	goed	M	80346_2031.wav	2044	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2032	80346	102	24.56	1	9	goed	M	80346_2032.wav	2045	ja	nee	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2033	80346	79	13.72	2	9	goed	M	80346_2033.wav	2039	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2034	80346	141	22.472	1	9	goed	M	80346_2034.wav	2046	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2035	80346	193	82.064	1	9	goed	M	80346_2035.wav	2047	ja	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2036	80346	270	86.44	2	9	goed	M	80346_2036.wav	2048	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2037	80346	75	14.176	2	9	goed	M	80346_2037.wav	2049	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2038	80346	108	27.816	1	9	goed	M	80346_2038.wav	2050	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2039	80348	79	27.872	2	4	moedertaal	F	80348_2039.wav	2033	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2040	80349	65	16.8	1	4	moedertaal	F	80349_2040.wav	2025	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	ccc	TRUE
2041	80349	129	39.12	2	4	moedertaal	F	80349_2041.wav	2028	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2042	80349	81	15.232	1	4	moedertaal	F	80349_2042.wav	2029	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2043	80349	73	8.928	2	4	moedertaal	F	80349_2043.wav	2030	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2044	80349	116	29.536	1	4	moedertaal	F	80349_2044.wav	2031	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2045	80349	102	27.4	1	4	moedertaal	F	80349_2045.wav	2032	ja	nee	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2046	80349	141	42.176	1	4	moedertaal	F	80349_2046.wav	2034	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2047	80349	193	43.168	1	4	moedertaal	F	80349_2047.wav	2035	ja	zwak	nee	ja	nee	nee	nee	kort	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2048	80349	270	100.056	2	4	moedertaal	F	80349_2048.wav	2036	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2049	80349	75	21.488	2	4	moedertaal	F	80349_2049.wav	2037	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2050	80349	108	44.688	1	4	moedertaal	F	80349_2050.wav	2038	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2051	80350	82	36.336	2	4	moedertaal	F	80350_2051.wav	2005	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2052	80350	64	35.36	2	4	moedertaal	F	80350_2052.wav	2007	nee	nee	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2053	80350	85	42.544	2	4	moedertaal	F	80350_2053.wav	2008	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2054	80350	79	44.4	2	4	moedertaal	F	80350_2054.wav	2015	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2055	80351	175	65.624	2	4	moedertaal	F	80351_2055.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2056	80351	115	53.592	1	4	moedertaal	F	80351_2056.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2057	80351	95	44.48	2	4	moedertaal	F	80351_2057.wav	None	nee	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2058	80351	169	80.688	2	4	moedertaal	F	80351_2058.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2059	80351	151	65.824	1	4	moedertaal	F	80351_2059.wav	None	nee	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2060	80352	155	35.84	2	3	moedertaal	M	80352_2060.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2061	80352	148	36.544	2	3	moedertaal	M	80352_2061.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2062	80352	153	9.616	2	3	moedertaal	M	80352_2062.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2063	80352	119	37.464	2	3	moedertaal	M	80352_2063.wav	None	nee	zwak	kort	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2064	80352	106	27.984	2	3	moedertaal	M	80352_2064.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2065	80353	92	26.016	2	3	moedertaal	M	80353_2065.wav	2451	ja	zwak	kort	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2066	80353	100	29.928	2	3	moedertaal	M	80353_2066.wav	2082	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2067	80353	64	22.528	2	3	moedertaal	M	80353_2067.wav	2387	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2068	80353	81	31.44	1	3	moedertaal	M	80353_2068.wav	2083	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2069	80353	234	111.64	2	3	moedertaal	M	80353_2069.wav	None	ja	zwak	kort	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2070	80353	114	35.648	1	9	goed	M	80353_2070.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2071	80353	72	10.752	2	9	goed	M	80353_2071.wav	2118	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	TRUE
2072	80354	80	43.976	2	4	moedertaal	F	80354_2072.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2073	80354	73	32.064	2	4	moedertaal	F	80354_2073.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2074	80354	88	25.248	2	4	moedertaal	F	80354_2074.wav	None	nee	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2075	80354	139	77.112	2	4	moedertaal	F	80354_2075.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2076	80354	129	61.712	1	4	moedertaal	F	80354_2076.wav	None	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	ja	ja	dialoog	aaa	TRUE
2077	80355	138	58.88	2	4	moedertaal	F	80355_2077.wav	None	nee	nee	nee	nee	nee	nee	kort	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2078	80355	94	49.04	2	4	moedertaal	F	80355_2078.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2079	80355	69	28.952	1	4	moedertaal	F	80355_2079.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2080	80355	75	40.16	1	4	moedertaal	F	80355_2080.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2081	80355	80	52.288	2	4	moedertaal	F	80355_2081.wav	None	nee	nee	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2082	80356	100	49.176	2	3	moedertaal	M	80356_2082.wav	2066	ja	nee	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2083	80356	81	40.496	1	18	goed	M	80356_2083.wav	2068	nee	nee	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2084	80357	69	33.752	2	3	moedertaal	M	80357_2084.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2085	80357	123	33.688	2	3	moedertaal	M	80357_2085.wav	None	ja	zwak	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2086	80357	66	28.192	1	3	moedertaal	M	80357_2086.wav	None	ja	nee	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2087	80357	75	33	2	3	moedertaal	M	80357_2087.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2088	80357	90	52.096	2	3	moedertaal	M	80357_2088.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2089	80358	146	58.4	1	4	moedertaal	F	80358_2089.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2090	80358	66	24.928	1	4	moedertaal	F	80358_2090.wav	None	ja	zwak	nee	ja	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2091	80358	70	30.336	1	4	moedertaal	F	80358_2091.wav	None	nee	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2092	80358	129	47.064	2	4	moedertaal	F	80358_2092.wav	None	ja	zwak	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2093	80358	177	54.728	2	4	moedertaal	F	80358_2093.wav	None	ja	zwak	nee	nee	nee	nee	nee	nee	nee	volwassene	nee	ja	dialoog	aaa	TRUE
2094	80359	73	17.64	2	3	moedertaal	M	80359_2094.wav	None	ja	zwak	nee	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2095	80359	88	38.384	2	3	moedertaal	M	80359_2095.wav	None	nee	nee	nee	nee	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2096	80359	118	65.456	1	3	moedertaal	M	80359_2096.wav	None	nee	zwak	nee	nee	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2097	80359	102	37.264	2	3	moedertaal	M	80359_2097.wav	None	ja	zwak	nee	ja	ja	ja	nee	nee	nee	erg jong	nee	ja	dialoog	ccc	FALSE
2098	80359	240	108.536	2	3	moedertaal	M	80359_2098.wav	None	ja	zwak	kort	ja	nee	ja	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2099	80359	170	51.96	2	3	moedertaal	M	80359_2099.wav	None	ja	matig	kort	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
2100	80359	78	38.656	1	3	moedertaal	M	80359_2100.wav	None	ja	matig	nee	ja	ja	nee	nee	nee	nee	volwassene	nee	ja	dialoog	ccc	FALSE
